English,Hindi
isoflurane na liquid,इसोफ्लरेन एनए लिक्विड
taking solvin cold drop with alcohol can cause liver damage,शराब के साथ सोलवीन कोल्ड ड्रॉप के सेवन से लीवर ख़राब होना हो सकता है
solvin cold tablet is probably safe to use in patients with kidney disease,गुर्दे की बीमारी से पीड़ित मरीजों के लिए सोलवीन कोल्ड टैबलेट का इस्तेमाल संभवतः सुरक्षित हो सकता है
how do you take sizodon tablet?,आप डाइज़ोडान टैबलेट किस तरह से लेते हैं?
triolmezest <n1> tablet should be used with caution in patients with severe kidney disease,गंभीर गुर्दे की बीमारी से पीड़ित मरीज सावधानी के साथ ट्रियोलमेज़िस्ट <n1> टैबलेट का इस्तेमाल करें
solvin cold drop is probably safe to use in patients with kidney disease,गुर्दे की बीमारी से पीड़ित मरीजों के लिए सोलवीन कोल्ड ड्रॉप का इस्तेमाल संभवतः सुरक्षित हो सकता है
tenefit-m tablet sr may cause stomach upset if taken on empty stomach,खाली पेट टेनेफिट-एम टैबलेट एसआर के सेवन से पेट खराब हो सकता है
how do you take strone tablet sr?,आप स्ट्रोन टैबलेट एसआर किस तरह से लेते हैं?
solvin cold ds syrup is probably safe to use in patients with kidney disease,गुर्दे की बीमारी से पीड़ित मरीजों के लिए सोल्विन कोल्ड डीएस सिरप का इस्तेमाल संभवतः सुरक्षित हो सकता है
"use of tenefit-m tablet sr is, however, not recommended in patients with severe kidney disease",टेनेफिट-एम टैबलेट एसआर लेने की सलाह उन मरीजों को नहीं दी जाती है जिनको गंभीर रूप से गुर्दे की बीमारी है
triolmezest <n1> tablet may cause dehydration,ट्रियोलमेज़िस्ट <n1> टैबलेट से पानी की कमी हो सकती है
tenefit-m tablet sr is a combination of two antidiabetic medicines: metformin and teneligliptin,टेनेफिट-एम टैबलेट एसआर दो एंटीडायबिटिक दवाओं का मिश्रण है: मेट्फोर्मिन और टेनेलिग्लिप्टिन
"prestakind <n1> mcg tablet: view uses, side effects, price and substitutes | <n2>mg","प्रेस्टैकाइंड <n1> एमसीजी टैबलेट: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n2>mg"
prestakind <n1> mcg tablet is used in the treatment of medical abortion and post-delivery bleeding,प्रेस्टैकाइंड <n1> एमसीजी टैबलेट का इस्तेमाल चिकित्सीय गर्भपात and डिलीवरी के बाद खून निकलना के इलाज में किया जाता है
chemotinib <n1>mg tablet is used in the treatment of blood cancer (chronic myeloid leukaemia) and stomach cancer,केमोटिनिब <n1>mg टैबलेट का इस्तेमाल ब्लड कैंसर (क्रोनिक मेलोइड ल्यूकेमिया) and पेट का कैंसर के इलाज में किया जाता है
prestakind <n1> mcg tablet increases contractions of the uterus to cause abortion,प्रेस्टैकाइंड <n1> एमसीजी टैबलेट के कारण गर्भाशय का संकुचित होना बढ़ जाता है जिसके कारण गर्भपात होने का खतरा बन जाता है
twinblok m <n1>mg tablet is a combination of two medicines: cilnidipine and metoprolol which lower blood pressure effectively,ट्विनब्लॉक एम <n1>mg टैबलेट इन दो दवाओं सिलनीडाइपाइन और मेटोप्रोलोल से मिलकर बनी है जो ब्लड प्रेशर को असरदार तरीके से कम करती है
"side effect of dermanex is application site reactions (burning, irritation, itching and redness)","डर्मानेक्स का साइड इफेक्ट एप्लीकेशन साइट रिएक्शंस (बर्निंग, जलन, खुजली एंड रेडनेस) है"
fungsome <n1>mg injection is used in the treatment of severe fungal infections and kala-azar,फुंगसम <n1>mg इन्जेक्शन का इस्तेमाल गंभीर फंगल इन्फेक्शन and कालाजार के इलाज में किया जाता है
taking solvin cold ds syrup with alcohol can cause liver damage,शराब के साथ सोल्विन कोल्ड डीएस सिरप के सेवन से लीवर ख़राब होना हो सकता है
lubrex eye drop is a lubricant,लुब्रिक्स आई ड्रॉप लुब्रिकेंट होता है
lubrex eye drop may cause blurring of your vision for a short time just after its use,लुब्रिक्स आई ड्रॉप के इस्तेमाल के कुछ देर बाद ही आपको नज़र में धुंधलेपन की समस्या हो सकती है
losar-h tablet may cause dehydration,लोसर-एच टैबलेट से पानी की कमी हो सकती है
losar-h tablet should be used with caution in patients with severe kidney disease,गंभीर गुर्दे की बीमारी से पीड़ित मरीज सावधानी के साथ लोसर-एच टैबलेट का इस्तेमाल करें
use of ranozex tablet is not recommended in patients with moderate to severe liver disease,मथ्यम व गंभीर लीवर संबंधित रोग से पीड़ित मरीजों के लिए रेनोज़ेक्स टैबलेट का इस्तेमाल संभवतः असुरक्षित है
novelon tablet is unsafe to use during lactation,स्तनपान के दौरान नोवेलोन टैबलेट का इस्तेमाल असुरक्षित है
use of novelon tablet is not recommended in patients with severe liver disease and active liver disease,"गंभीर लीवर संबंधित रोग एंड एक्टिव लीवर संबंधित रोग से पीड़ित मरीजों के लिए नोवेलोन टैबलेट का इस्तेमाल संभवतः असुरक्षित है, इसके सेवन से परहेज करें"
"novelon tablet: view uses, side effects, price and substitutes | <n1>mg","नोवेलोन टैबलेट: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n1>mg"
"do not use novelon tablet if you are obese, over <n1>, smoke, on prolonged bed rest, or have a history of blood clots","अगर आप मोटे, <n1> वर्ष से अधिक उम्र के हैं, धूम्रपान करते हैं या लंबे समय से बिस्तर पर हैं, या पहले खून के थक्कों की परेशानी रही है तो नोवेलोन टैबलेट का इस्तेमाल न करें"
novelon tablet is a combined oral contraceptive pill,नोवेलोन टैबलेट मिश्रित खाने की गर्भनिरोधक गोली है
avoid excess alcohol intake (><n1> glasses/day) when taking pera plus <n2>mg tablet as it may cause liver damage,पेरा प्लस <n2>mg टैबलेट लेते समय शराब की ज़्यादा मात्रा (रोजाना <n1> गिलास से अधिक) का सेवन न करें क्योंकि इससे लिवर को नुकसान हो सकता है
aceclofenac <n1>mg tablet cr,एक्लोफेनेक <n1>mg टैबलेट सीआर
what were the side-effects while using novelon tablet?,नोवेलोन टैबलेट के सेवन से आपको क्या साइड इफ़ेक्ट हुए ?
how do you take novelon tablet?,आप नोवेलोन टैबलेट किस तरह से लेते हैं?
clonil <n1> tablet is used in the treatment of depression and obsessive-compulsive disorder,क्लोनिल <n1> टैबलेट का इस्तेमाल डिप्रेशन and ऑब्सेसिव कंपल्सिव डिसऑर्डर के इलाज में किया जाता है
"however, the use of pentagesic mr tablet is not recommended in patients with severe liver disease and active liver disease","हालांकी, गंभीर लीवर संबंधित रोग एंड एक्टिव लीवर संबंधित रोग से पीड़ित मरीजों को पेंटैजेसिक एमआर टैबलेट का इस्तेमाल न करने की सलाह दी जाती है"
fludacel <n1>mg injection is used in the treatment of blood cancer (chronic lymphocytic leukemia),फ्लुडेसल <n1>mg इन्जेक्शन का इस्तेमाल ब्लड कैंसर (क्रोनिक लिम्फोसाईटिक ल्यूकेमिया) के इलाज में किया जाता है
pentagesic mr tablet is used for pain due to muscle spasm,पेंटैजेसिक एमआर टैबलेट का इस्तेमाल दर्द ड्यू टु मांसपेशियों में ऐंठन के लिए किया जाता है
ofc dx eye drop is used in the treatment of bacterial infections,ओएफसी डीएक्स आई ड्रॉप का इस्तेमाल बैक्टीरिया से होने वाले संक्रमण के इलाज में किया जाता है
"fludac oral suspension is used in the treatment of depression, anxiety disorder, phobia, post traumatic stress disorder and obsessive-compulsive disorder","फलूडैक ओरल सस्पेंशन का इस्तेमाल डिप्रेशन, एंग्जायटी डिसऑर्डर, फोबिया, पोस्ट ट्रॉमेटिक स्ट्रेस डिसऑर्डर and ऑब्सेसिव कंपल्सिव डिसऑर्डर के इलाज में किया जाता है"
mometasone <n1>mg cream,मोमेटैसोन <n1>mg क्रीम
glofty-n syrup is used in the treatment of diarrhea and dysentery,ग्लोफ्टी-एन सिरप का इस्तेमाल डायरिया and पेचिश के इलाज में किया जाता है
glofty-n syrup is a combination of two medicines: nitazoxanide and ofloxacin,ग्लोफ्टी-एन सिरप दो दवाओं का एक मिश्रण हैःनिटैज़ोक्सैनाइड और ओफ़्लॉक्सासिन
"you may develop tolerance to nitrogal <an1> tablet with time, meaning that the same dose may be less effective next time","समय के साथ निट्रोगल <an1> टैबलेट के प्रति आपके अंदर सहनशक्ति बढ़ जाती है, अर्थात वही खुराक अगली बार कम असरदार हो सकती है"
emtig <n1>mg injection is used in the treatment of severe bacterial infections,एम्टिग <n1>mg इन्जेक्शन का इस्तेमाल गंभीर बैक्टीरिया संक्रमण के इलाज में किया जाता है
celetoin <n1> tablet is used in the treatment of epilepsy/seizures,सेलेटोइन <n1> टैबलेट का इस्तेमाल मिरगी/दौरे पड़ना के इलाज में किया जाता है
nitrogal <an1> tablet is a nitrate,निट्रोगल <an1> टैबलेट नाइट्रेट होता है
nitrogal <an1> tablet is used in the treatment of chest pain (angina),निट्रोगल <an1> टैबलेट का इस्तेमाल सीने में दर्द (एंजाइना) के इलाज में किया जाता है
nitrogal <an1> tablet is probably safe to use in patients with kidney disease,गुर्दे की बीमारी से पीड़ित मरीजों के लिए निट्रोगल <an1> टैबलेट का इस्तेमाल संभवतः सुरक्षित हो सकता है
minicycline lb capsule is a combination of two medicines: doxycycline and lactobacillus,मिनिसाइक्लिन एलबी कैप्सूल दो दवाओं का एक मिश्रण हैःडॉक्सीसाइक्लिन और लैक्टोबैसिलस
"sorbex plus <n1> ml syrup may cause dizziness, sedation, and hypotension in elderly patients","सोर्बेक्स प्लस <n1> एमएल सिरप से चक्कर, नींद और बुजुर्गों में हाइपोटेंशन हो सकता है"
sorbex plus <n1> ml syrup should be used with caution in patients with severe kidney disease,गंभीर गुर्दे की बीमारी से पीड़ित मरीज सावधानी के साथ सोर्बेक्स प्लस <n1> एमएल सिरप का इस्तेमाल करें
"sorbex plus <n1> ml syrup: view uses, side effects, price and substitutes | <n2>mg","सोर्बेक्स प्लस <n1> एमएल सिरप: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n2>mg"
how do you take tretin-iso capsule?,आप ट्रेडिन-आईएसओ कैप्सूल किस तरह से लेते हैं?
sucral-o suspension is a combination of two medicines: sucralfate and oxetacaine / oxethazaine,सुक्रल-ओ सस्पेंशन दो दवाओं का एक मिश्रण हैःसूक्रलफेट और ऑक्सेटाकाइन / ऑक्सेथाज़ाइन
hydrea <n1>mg capsule is used in the treatment of head and neck cancer and sickle cell anemia,हाइड्रा <n1>mg कैप्सूल का इस्तेमाल सिर और गर्दन का कैंसर and सिकल सेल एनीमिया के इलाज में किया जाता है
what were the side-effects while using sinarest-af syrup?,सिनारेस्ट-एएफ सिरप के सेवन से आपको क्या साइड इफ़ेक्ट हुए ?
how do you take sinarest-af syrup?,आप सिनारेस्ट-एएफ सिरप किस तरह से लेते हैं?
"stelbid tablet: view uses, side effects, price and substitutes | <n1>mg","स्टेल्बिड टैबलेट: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n1>mg"
"sinarest-af syrup: view uses, side effects, price and substitutes | <n1>mg","सिनारेस्ट-एएफ सिरप: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n1>mg"
sinarest-af syrup is probably unsafe to use in patients with kidney disease and should be avoided,गुर्दे की बीमारी से पीड़ित मरीजों के लिए सिनारेस्ट-एएफ सिरप का इस्तेमाल संभवतः असुरक्षित हो सकता है अतः इसके सेवन से परहेज करें
"sinarest-af syrup is a combination of four medicines: chlorpheniramine, menthol, phenylephrine and sodium citrate","सिनारेस्ट-एएफ सिरप चार दवाईंयों का मिश्रण है: क्लोरफेनिरेमाइन, मेन्थोल, फेनिलएफ्रिन और सोडियम साइट्रेट"
use of naxdom <n1> tablet is not recommended in patients with moderate and severe liver disease,मथ्यम व गंभीर लीवर संबंधित रोग से पीड़ित मरीजों के लिए नैक्सडॉम <n1> टैबलेट का इस्तेमाल संभवतः असुरक्षित है
naxdom <n1> tablet is a combination of two medicines: naproxen and domperidone,नैक्सडॉम <n1> टैबलेट दो दवाओं का एक मिश्रण हैःनेपरोक्सन और डोम्पेरिडोन
"naxdom <n1> tablet may make you feel dizzy, depressed, sleepy, tired, or make it difficult to sleep","नैक्सडॉम <n1> टैबलेट आपको चक्कर आना, डिप्रेस्ड होना, नींद आना, थकान होना या नींद आने में कठिनाई हो सकती है"
what were the side-effects while using stelbid tablet?,स्टेल्बिड टैबलेट के सेवन से आपको क्या साइड इफ़ेक्ट हुए ?
how do you take stelbid tablet?,आप स्टेल्बिड टैबलेट किस तरह से लेते हैं?
reeshape capsule is probably safe to use in patients with kidney disease,गुर्दे की बीमारी से पीड़ित मरीजों के लिए रीशेप कैप्सूल का इस्तेमाल संभवतः सुरक्षित हो सकता है
zedocef dxl <n1> tablet er should be used with caution in patients with severe kidney disease,गंभीर गुर्दे की बीमारी से पीड़ित मरीज सावधानी के साथ ज़ेडोसैफ ड्क्स्ल <n1> टैबलेट ईआर का इस्तेमाल करें
how do you take reeshape capsule?,आप रीशेप कैप्सूल किस तरह से लेते हैं?
how do you take sompraz tablet?,आप सोमप्रैज टैबलेट किस तरह से लेते हैं?
taking probiotics along with zedocef dxl <n1> tablet er may help,ज़ेडोसैफ ड्क्स्ल <n1> टैबलेट ईआर के साथ प्रोबायोटिक्स लेने से मदद मिल सकती है
haem up <n1> mg injection is used in the treatment of iron deficiency anemia and anemia due to chronic kidney disease,हेइम यूपी <n1> एमजी इन्जेक्शन का इस्तेमाल आयरन की कमी से होने वाला एनीमिया and किडनी संबंधित रोग से होने वाला एनीमिया के इलाज में किया जाता है
zedocef dxl <n1> tablet er is used in the treatment of bacterial infections,ज़ेडोसैफ ड्क्स्ल <n1> टैबलेट ईआर का इस्तेमाल बैक्टीरिया से होने वाले संक्रमण के इलाज में किया जाता है
"reeshape capsule: view uses, side effects, price and substitutes | <n1>mg","रीशेप कैप्सूल: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n1>mg"
what were the side-effects while using reeshape capsule?,रीशेप कैप्सूल के सेवन से आपको क्या साइड इफ़ेक्ट हुए ?
how do you take rosumac tablet?,आप रोसूमैक टैबलेट किस तरह से लेते हैं?
use of ralop <n1>mg syrup should be avoided in children with underlying kidney disease,जिन बच्चों को किडनी की बीमारी है रैलोप <n1>mg सिरप उन बच्चों को देने से बचें
ralop <n1>mg syrup is used in the treatment of diarrhea,रैलोप <n1>mg सिरप का इस्तेमाल डायरिया के इलाज में किया जाता है
"ralop <n1>mg syrup sachet should be taken orally, directly or mixed with water",रैलोप <n1>mg सिरप सैशे को सीधे या पानी के साथ मिलाकर लेना चाहिए
"olmewon am <n1> tablet: view uses, side effects, price and substitutes | <n2>mg","ओल्मेवोन एएम <n1> टैबलेट: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n2>mg"
olmewon am <n1> tablet should be used with caution in patients with severe kidney disease,गंभीर गुर्दे की बीमारी से पीड़ित मरीज सावधानी के साथ ओल्मेवोन एएम <n1> टैबलेट का इस्तेमाल करें
q on lotion is used in the treatment of vitiligo and psoriasis,क्यू ऑन लोशन का इस्तेमाल विटिलिगो (त्वचा पर सफ़ेद दाग) and सोरायसिस के इलाज में किया जाता है
olmewon am <n1> tablet is started at a lower dose in patients with liver disease and further increased slowly with careful monitoring,जिन मरीजों को लीवर संबंधित रोग है उनको ओल्मेवोन एएम <n1> टैबलेट लोवर डोज में दी जाती है और लगातार निरिक्षण के बाद अवस्था के अनुसार डोज की मात्रा बढ़ाई जाती है
metrogyl f suspension is used in the treatment of diarrhea and dysentery,मेट्रॉयल एफ सस्पेंशन का इस्तेमाल डायरिया and पेचिश के इलाज में किया जाता है
oflo dm eye drop is used in the treatment of bacterial eye infections,ओलो डीएम आई ड्रॉप का इस्तेमाल बैक्टीरियल आई संक्रमण के इलाज में किया जाता है
hb-best tablet fc is probably safe to use in patients with kidney disease,गुर्दे की बीमारी से पीड़ित मरीजों के लिए एचबी-बेस्ट टैबलेट एफसी का इस्तेमाल संभवतः सुरक्षित हो सकता है
"grenil-f <n1> tablet works by preventing loss of tone and dilation of blood vessels, thus preventing the migraine headache","ग्रेनिल-एफ <n1> टैबलेट रक्त की कोशिकाओं को चौड़ा होने से और टोन की कमी को रोककर काम करता है, इस तरह माइग्रेन का सिरदर्द रोकता है"
"however, the use of grenil tablet is not recommended in patients with severe liver disease and active liver disease","हालांकी, गंभीर लीवर संबंधित रोग एंड एक्टिव लीवर संबंधित रोग से पीड़ित मरीजों को ग्रेनिल टैबलेट का इस्तेमाल न करने की सलाह दी जाती है"
oflo dm eye drop may cause dizziness (vertigo),ओलो डीएम आई ड्रॉप के कारण चक्कर या वर्टिगो हो सकता है
oflo dm eye drop is a combination of two medicines: ofloxacin and dexamethasone,ओलो डीएम आई ड्रॉप दो दवाओं का एक मिश्रण हैःओफ़्लॉक्सासिन और डेक्सामीथाज़ोन
oflo dm eye drop is used in the treatment of bacterial infections,ओलो डीएम आई ड्रॉप का इस्तेमाल बैक्टीरिया से होने वाले संक्रमण के इलाज में किया जाता है
grenil-f <n1> tablet is probably safe to use in patients with kidney disease,गुर्दे की बीमारी से पीड़ित मरीजों के लिए ग्रेनिल-एफ <n1> टैबलेट का इस्तेमाल संभवतः सुरक्षित हो सकता है
lignocad gel is a local anesthetic,लिग्नोकैड जेल एक लोकल एनेस्थेटिक है
use of rosukaa gold capsule is not recommended in patients with severe liver disease and active liver disease,"गंभीर लीवर संबंधित रोग एंड एक्टिव लीवर संबंधित रोग से पीड़ित मरीजों के लिए रोसका गोल्ड कैप्सूल का इस्तेमाल संभवतः असुरक्षित है, इसके सेवन से परहेज करें"
"lignocad gel: view uses, side effects, price and substitutes | <n1>mg","लिग्नोकैड जेल: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n1>mg"
triluma cream is unsafe to use during lactation,स्तनपान के दौरान ट्राइलोमा क्रीम का इस्तेमाल असुरक्षित है
lignocad gel is used in the treatment of local anesthesia (numb tissues in a specific area) and arrhythmias,लिग्नोकैड जेल का इस्तेमाल लोकल एनस्थीसिया (ख़ास हिस्से के ऊतकों को सुन्न करना ) and एरिथमिया के इलाज में किया जाता है
what were the side-effects while using lignocad gel?,लिग्नोकैड जेल के सेवन से आपको क्या साइड इफ़ेक्ट हुए ?
"triluma cream: view uses, side effects, price and substitutes | <n1>mg","ट्राइलोमा क्रीम: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n1>mg"
valprol syrup is probably safe to use in patients with kidney disease,गुर्दे की बीमारी से पीड़ित मरीजों के लिए वल्प्रोल सिरप का इस्तेमाल संभवतः सुरक्षित हो सकता है
use of valprol syrup is not recommended in patients with the severe liver disease,लिवर के गंभीर रोग के मरीज़ों के वल्प्रोल सिरप का इस्तेमाल करने की सलाह नहीं दी जाती है
selon <n1>mg injection is used in the treatment of bacterial infections,सेलोन <n1>mg इन्जेक्शन का इस्तेमाल बैक्टीरिया से होने वाले संक्रमण के इलाज में किया जाता है
"valprol syrup is used in the treatment of seizures, migraine and mania","चक्कर आने, सिर दर्द एवं मानसिक परेशानी में वल्प्रोल सिरप का उपयोग किया जाता है"
"avoid prolonged use of selon <n1>mg injection, since it may have possible effects such as rash and diarrhea",लंबे समय तक सेलोन <n1>mg इन्जेक्शन का सेवन करने से बचे क्योंकि रैश या डायरिया होने का खतरा हो सकता है
"not relevant, as selon <n1>mg injection is intended for use in hospitalised patients","प्रासंगिक नहीं, क्योंकि सेलोन <n1>mg इन्जेक्शन का इस्तेमाल सिर्फ अस्पताल में भर्ती मरीजों के लिए किया जाता है"
spasmofirst tablet is a combination of two medicines: dicyclomine and mefenamic acid,स्पैस्मोफर्स्ट टैबलेट दो दवाओं का एक मिश्रण हैःडायसाइक्लोमिन और मेफेनैमिक एसिड
nitrofur sr tablet is used in the treatment and prevention of bacterial infections of urinary tract,निट्रोफर एसआर टैबलेट का इस्तेमाल मूत्र मार्ग में बैक्टीरिया संक्रमण के इलाज और रोकथाम में किया जाता है
what were the side-effects while using urifast capsule?,अरिफास्ट कैप्सूल के सेवन से आपको क्या साइड इफ़ेक्ट हुए ?
"urifast capsule: view uses, side effects, price and substitutes | <n1>mg","अरिफास्ट कैप्सूल: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n1>mg"
use of urifast capsule is not recommended in patients with severe liver disease and active liver disease,"गंभीर लीवर संबंधित रोग एंड एक्टिव लीवर संबंधित रोग से पीड़ित मरीजों के लिए अरिफास्ट कैप्सूल का इस्तेमाल संभवतः असुरक्षित है, इसके सेवन से परहेज करें"
novacid <n1>mg capsule may cause dizziness and visual disturbances,नोवासिड <n1>mg कैप्सूल के कारण चक्कर आने और दृष्टि भ्रम की समस्या हो सकती है
levonorgestrel <an1> tablet,लिबोनोजेस्ट्रेल <an1> टैबलेट
how do you take veltam tablet mr?,आप वेलटैम टैबलेट एमआर किस तरह से लेते हैं?
maxtra oral drops is probably safe to use in patients with kidney disease,गुर्दे की बीमारी से पीड़ित मरीजों के लिए मैक्सट्रा ओरल ड्रॉप्स का इस्तेमाल संभवतः सुरक्षित हो सकता है
maxtra oral drops is used in the treatment of common cold symptoms,मैक्सट्रा ओरल ड्रॉप्स का इस्तेमाल जुकाम के इलाज में किया जाता है
"nurocot <n1> mg tablet is used in the treatment of stroke, head injury and alzheimer's disease","न्यूरोकोट <n1> एमजी टैबलेट का इस्तेमाल स्ट्रोक, सिर में चोट and अल्जाइमर रोग के इलाज में किया जाता है"
"step-up capsule: view uses, side effects, price and substitutes | <n1>mg","स्टेप-अप कैप्सूल: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n1>mg"
"if you are taking alprax <n1> mg tablet sr for the treatment of anxiety, it should not be used more than <n2> weeks",अगर एंग्जायटी (चिंता ) के लिए ऐल्प्रक्स <n1> एमजी टैबलेट एसआर का सेवन कर रहे हैं तो <n2> हफ्ते से ज्यादा दिनों के लिए न लें
"step-up capsule may cause dizziness, sedation, and hypotension in elderly patients","स्टेप-अप कैप्सूल से चक्कर, नींद और बुजुर्गों में हाइपोटेंशन हो सकता है"
step-up capsule should be used with caution in patients with severe kidney disease,गंभीर गुर्दे की बीमारी से पीड़ित मरीज सावधानी के साथ स्टेप-अप कैप्सूल का इस्तेमाल करें
gastro <n1> mg tablet is probably unsafe to use in patients with kidney disease and should be avoided,गुर्दे की बीमारी से पीड़ित मरीजों के लिए गैस्ट्रो <n1> एमजी टैबलेट का इस्तेमाल संभवतः असुरक्षित हो सकता है अतः इसके सेवन से परहेज करें
od capsule sr,ओडी कैप्सूल एसआर
skinlite cream is unsafe to use during lactation,स्तनपान के दौरान स्किनलाइट क्रीम का इस्तेमाल असुरक्षित है
"gastro <n1> mg tablet indirectly stimulates the release of acetylcholine, a chemical messenger that can increase the motility of the intestine","गैस्ट्रो <n1> एमजी टैबलेट परोक्ष रूप से एसिटोकोलाइन के निष्कासन को उत्तेजित करता है, जो केमिकल मैसेंजर है आंत या इंटेस्टाइन के गतिशीलता को बढ़ा सकता है"
how do you take monocef injection?,आप मोनोसेफ इन्जेक्शन किस तरह से लेते हैं?
how do you take solacid-o oral suspension?,आप सोलसिड-ओ ओरल सस्पेंशन किस तरह से लेते हैं?
mometamac cream is a steroid,मोमेटैमक क्रीम एक स्टेरॉयड है
"side effect of mometamac is application site reactions (burning, irritation, itching and redness)","मोमेटैमक का साइड इफेक्ट एप्लीकेशन साइट रिएक्शंस (बर्निंग, जलन, खुजली एंड रेडनेस) है"
melanocyl solution is used in the treatment of vitiligo and psoriasis,मेलानोसल सोल्यूशन का इस्तेमाल विटिलिगो (त्वचा पर सफ़ेद दाग) and सोरायसिस के इलाज में किया जाता है
mometamac cream is used in the treatment of skin conditions with inflammation & itching,मोमेटैमक क्रीम का इस्तेमाल स्किन कंडीशंस विद सूजन & खुजली के इलाज में किया जाता है
what were the side-effects while using mebiz sr capsule?,मेबिज़ एसआर कैप्सूल के सेवन से आपको क्या साइड इफ़ेक्ट हुए ?
how do you take mebiz capsule mr?,आप मेबिज़ कैप्सूल एमआर किस तरह से लेते हैं?
"mebiz sr capsule: view uses, side effects, price and substitutes | <n1>mg","मेबिज़ एसआर कैप्सूल: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n1>mg"
medisalic ointment is used in the treatment of eczema and psoriasis,मेडिसैलिक ऑइंटमेंट का इस्तेमाल एक्जिमा and सोरायसिस के इलाज में किया जाता है
how do you take medisalic ointment?,आप मेडिसैलिक ऑइंटमेंट किस तरह से लेते हैं?
"primolut-n tablet is used in pain during menstruation, endometriosis and heavy menstrual bleeding","प्रिमोलट-एन टैबलेट का इस्तेमाल पीरियड या माहवारी में होने वाला दर्द, एंडोमेट्रिओसिस and मेनोरेजिया (माहवारी के दौरान ज्यादा खून निकलना) में किया जाता है"
what were the side-effects while using medisalic ointment?,मेडिसैलिक ऑइंटमेंट के सेवन से आपको क्या साइड इफ़ेक्ट हुए ?
"medisalic ointment: view uses, side effects, price and substitutes | <n1>mg","मेडिसैलिक ऑइंटमेंट: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n1>mg"
"beta-nicardia capsule sr: view uses, side effects, price and substitutes | <n1>mg","बीटा-निकैर्डिया कैप्सूल एसआर: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n1>mg"
beta-nicardia capsule sr is a combination of two medicines: atenolol and nifedipine which lower blood pressure effectively,बीटा-निकैर्डिया कैप्सूल एसआर इन दो दवाओं अटेनोलोल और नाइफेडिपिन से मिलकर बनी है जो ब्लड प्रेशर को असरदार तरीके से कम करती है
"arophyll-sr <n1> tablet: view uses, side effects, price and substitutes | <n2>mg","एरोफिल-एसआर <n1> टैबलेट: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n2>mg"
arophyll-sr <n1> tablet is a mucolytic and bronchodilator,"एरोफिल-एसआर <n1> टैबलेट जो कि एक जैन्थिन व्युत्पाद है, इसका सम्बन्ध ब्रोंकोडायलेटर नामक दवा की एक श्रेणी से है"
how do you take nazobic nasal spray?,आप नैज़ोबिक नेज़ल स्प्रे किस तरह से लेते हैं?
what were the side-effects while using nazobic nasal spray?,नैज़ोबिक नेज़ल स्प्रे के सेवन से आपको क्या साइड इफ़ेक्ट हुए ?
nazobic nasal spray is a steroid which works by blocking the production of certain chemical messengers in the body that cause inflammation (redness and swelling) and allergies,नैज़ोबिक नेज़ल स्प्रे एक स्टेरॉयड है जो शरीर के केमिकल मैसेंजर के उत्पादन को रोकता है जिसके कारण इन्फ्लेमेशन (सूजन और लाली) तथा एलर्जी होता है
side effects such as mood changes or stomach problems can happen when you start taking nazobic nasal spray,जब आप नैज़ोबिक नेज़ल स्प्रे लेना शुरू करते हैं तो मूड का बदलना या पेट की परेशानी जैसे दुष्प्रभाव हो सकते हैं
"nazobic nasal spray: view uses, side effects, price and substitutes | <n1>mg","नैज़ोबिक नेज़ल स्प्रे: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n1>mg"
be careful while driving or operating machinery until you know how glucosafe <n1>mg tablet affects you,गाड़ी चलाते समय या मशीन चलाते समय सावधान रहें जब तक आप जान न लें कि ग्लुकोसेफ <n1>mg टैबलेट आप पर कैसे असर करता है
glucosafe <n1>mg tablet is probably unsafe to use in patients with kidney disease and should be avoided,गुर्दे की बीमारी से पीड़ित मरीजों के लिए ग्लुकोसेफ <n1>mg टैबलेट का इस्तेमाल संभवतः असुरक्षित हो सकता है अतः इसके सेवन से परहेज करें
use of manforce staylong tablet is not advised in patients with severe kidney disease,गंभीर किडनी रोगों से जुड़े मरीजों को मैनफोर्स स्टेलॉन्ग टैबलेट के सेवन की सलाह नहीं दी जाती है
use of manforce staylong tablet is not recommended in patients with moderate to severe liver disease,मथ्यम व गंभीर लीवर संबंधित रोग से पीड़ित मरीजों के लिए मैनफोर्स स्टेलॉन्ग टैबलेट का इस्तेमाल संभवतः असुरक्षित है
